SaleID;Date;CarID;CustomerID;DealershipID;SalePrice;LeadSource;CampaignID
SALE-0114;04.03.2024;CAR-003;CUST-1872;DLR-05;72000;Referral;(not set)
SALE-0115;30.01.2025;CAR-004;CUST-1735;DLR-05;106950;Web-Campaign;CMP-05
SALE-0116;18.08.2023;CAR-010;CUST-1479;DLR-05;131600;Web-Organic;(not set)
SALE-0117;07.10.2024;CAR-012;CUST-1896;DLR-03;120900;Web-Campaign;CMP-05
SALE-0118;11.12.2023;CAR-011;CUST-2166;DLR-05;85360;Walk-in;(not set)
SALE-0119;10.05.2025;CAR-003;CUST-1832;DLR-03;69000;Web-Campaign;CMP-11
SALE-0120;10.12.2024;CAR-013;CUST-1469;DLR-05;78400;Referral;(not set)
SALE-0121;27.01.2025;CAR-003;CUST-1959;DLR-01;73500;Referral;(not set)
SALE-0122;19.12.2023;CAR-004;CUST-1608;DLR-05;111550;Web-Campaign;CMP-05
SALE-0123;22.05.2025;CAR-005;CUST-1741;DLR-01;121250;Web-Campaign;CMP-06
SALE-0124;01.09.2025;CAR-009;CUST-2298;DLR-03;79900;Walk-in;(not set)
SALE-0125;10.03.2023;CAR-013;CUST-1276;DLR-01;75200;Web-Organic;(not set)
SALE-0126;20.04.2024;CAR-012;CUST-1752;DLR-04;126100;Web-Campaign;CMP-01
SALE-0127;17.06.2025;CAR-013;CUST-1642;DLR-01;76800;Walk-in;(not set)
SALE-0128;15.01.2025;CAR-015;CUST-1653;DLR-03;75460;Web-Campaign;CMP-01
SALE-0129;12.08.2025;CAR-008;CUST-2342;DLR-01;67680;Web-Campaign;CMP-04
SALE-0130;28.12.2023;CAR-014;CUST-1459;DLR-03;141000;Walk-in;(not set)
SALE-0131;23.08.2023;CAR-002;CUST-1698;DLR-03;60760;Web-Campaign;CMP-07
SALE-0133;03.01.2024;CAR-010;CUST-1737;DLR-05;133000;Web-Campaign;CMP-05
SALE-0132;05.09.2025;CAR-003;CUST-1162;DLR-04;72750;Web-Campaign;CMP-04
SALE-0133;03.01.2024;CAR-010;CUST-1737;DLR-05;133000;Web-Campaign;CMP-05
SALE-0133;03.01.2024;CAR-010;CUST-1737;DLR-05;133000;Web-Campaign;CMP-05
SALE-0134;24.04.2024;CAR-005;CUST-1158;DLR-01;120000;Walk-in;(not set)
SALE-0134;24.04.2024;CAR-005;CUST-1158;DLR-01;120000;Walk-in;(not set)
SALE-0135;03.10.2023;CAR-003;CUST-1033;DLR-03;72000;Web-Organic;(not set)
SALE-0136;13.03.2025;CAR-010;CUST-1058;DLR-04;137200;Web-Organic;(not set)
SALE-0137;11.05.2025;CAR-011;CUST-1918;DLR-05;81840;Walk-in;(not set)
SALE-0138;07.11.2024;CAR-004;CUST-1977;DLR-04;108100;Walk-in;(not set)
SALE-0139;25.03.2025;CAR-002;CUST-2367;DLR-01;58900;Referral;(not set)
SALE-0140;29.07.2024;CAR-005;CUST-1097;DLR-04;118750;Web-Campaign;CMP-05
SALE-0141;14.04.2023;CAR-004;CUST-2091;DLR-01;112700;Web-Campaign;CMP-05
SALE-0142;07.12.2023;CAR-008;CUST-2492;DLR-01;66240;Walk-in;(not set)
SALE-0143;24.08.2025;CAR-001;CUST-1049;DLR-05;51700;Walk-in;(not set)
SALE-0144;20.05.2025;CAR-012;CUST-1026;DLR-02;120900;Web-Organic;(not set)
SALE-0145;31.05.2025;CAR-003;CUST-1385;DLR-05;69000;Web-Campaign;CMP-13
SALE-0146;03.03.2024;CAR-007;CUST-1352;DLR-05;61750;Web-Campaign;CMP-12
SALE-0147;02.06.2023;CAR-003;CUST-1344;DLR-02;72750;Web-Campaign;CMP-06
SALE-0148;04.08.2025;CAR-011;CUST-1512;DLR-01;80960;Web-Campaign;CMP-03
SALE-0149;17.08.2025;CAR-014;CUST-2478;DLR-01;144000;Web-Organic;(not set)
SALE-0150;22.03.2025;CAR-016;CUST-1735;DLR-03;83600;Web-Campaign;CMP-02
SALE-0151;07.10.2024;CAR-002;CUST-1674;DLR-03;58900;Web-Campaign;CMP-01
SALE-0152;28.06.2023;CAR-013;CUST-2158;DLR-03;76800;Web-Campaign;CMP-11
SALE-0153;21.09.2023;CAR-005;CUST-1636;DLR-04;118750;Web-Campaign;CMP-08
SALE-0154;04.02.2025;CAR-009;CUST-1421;DLR-01;78200;Walk-in;(not set)
SALE-0155;01.09.2025;CAR-007;CUST-2152;DLR-05;61100;Web-Campaign;CMP-03
SALE-0156;26.05.2025;CAR-014;CUST-1636;DLR-02;147000;Web-Campaign;CMP-13
SALE-0157;04.04.2025;CAR-013;CUST-1077;DLR-05;76800;Web-Campaign;CMP-12
SALE-0158;02.03.2025;CAR-014;CUST-2490;DLR-02;138000;Web-Organic;(not set)
SALE-0159;13.07.2023;CAR-008;CUST-1658;DLR-05;66240;Walk-in;(not set)
SALE-0160;16.06.2025;CAR-015;CUST-1744;DLR-02;71610;Walk-in;(not set)
SALE-0161;09.07.2024;CAR-003;CUST-1771;DLR-04;69000;Web-Campaign;CMP-14
SALE-0162;24.02.2025;CAR-016;CUST-1349;DLR-01;84480;Web-Campaign;CMP-05
SALE-0163;07.08.2024;CAR-014;CUST-1790;DLR-04;141000;Web-Campaign;CMP-09
SALE-0164;03.06.2024;CAR-006;CUST-1822;DLR-04;39480;Walk-in;(not set)
SALE-0165;28.08.2023;CAR-011;CUST-2347;DLR-03;85360;Web-Campaign;CMP-04
SALE-0166;15.06.2023;CAR-011;CUST-2456;DLR-05;82720;Web-Organic;(not set)
SALE-0167;20.02.2023;CAR-016;CUST-1401;DLR-03;83600;Web-Campaign;CMP-10
SALE-0168;06.11.2024;CAR-006;CUST-1133;DLR-02;39900;Web-Campaign;CMP-01
SALE-0169;02.04.2023;CAR-007;CUST-1168;DLR-03;63700;Referral;(not set)
SALE-0170;11.08.2025;CAR-004;CUST-2097;DLR-02;106950;Web-Campaign;CMP-13
SALE-0171;02.11.2023;CAR-013;CUST-1347;DLR-05;76800;Web-Campaign;CMP-13
SALE-0172;17.04.2024;CAR-012;CUST-2256;DLR-01;126100;Referral;(not set)
SALE-0173;24.12.2024;CAR-010;CUST-2206;DLR-03;135800;Web-Campaign;CMP-09
SALE-0174;22.02.2023;CAR-015;CUST-1330;DLR-01;70840;Referral;(not set)
SALE-0175;06.09.2025;CAR-001;CUST-2322;DLR-05;52250;Walk-in;(not set)
SALE-0176;29.06.2023;CAR-009;CUST-2442;DLR-02;80750;Web-Organic;(not set)
SALE-0177;12.10.2024;CAR-006;CUST-1810;DLR-02;40740;Walk-in;(not set)
SALE-0178;16.01.2025;CAR-006;CUST-1395;DLR-03;39900;Web-Organic;(not set)
SALE-0179;23.06.2025;CAR-015;CUST-1757;DLR-02;73150;Walk-in;(not set)
SALE-0180;06.04.2023;CAR-006;CUST-1742;DLR-01;40320;Web-Campaign;CMP-05
SALE-0181;28.01.2024;CAR-007;CUST-1376;DLR-03;61750;Web-Campaign;CMP-07
SALE-0182;28.07.2025;CAR-009;CUST-1600;DLR-04;81600;Web-Campaign;CMP-08
SALE-0183;04.11.2024;CAR-012;CUST-1489;DLR-05;120900;Web-Campaign;CMP-03
SALE-0184;29.11.2024;CAR-010;CUST-1874;DLR-04;133000;Walk-in;(not set)
SALE-0185;24.06.2024;CAR-012;CUST-1023;DLR-04;122200;Web-Campaign;CMP-05
SALE-0186;11.06.2024;CAR-008;CUST-2292;DLR-03;66240;Walk-in;(not set)
SALE-0187;23.05.2024;CAR-010;CUST-2439;DLR-04;133000;Web-Campaign;CMP-13
SALE-0188;08.01.2024;CAR-004;CUST-2163;DLR-02;112700;Web-Campaign;CMP-06
SALE-0189;11.06.2025;CAR-008;CUST-1287;DLR-05;69120;Web-Organic;(not set)
SALE-0190;07.05.2024;CAR-006;CUST-2261;DLR-05;39480;Web-Campaign;CMP-12
SALE-0191;23.08.2023;CAR-001;CUST-1925;DLR-02;51150;Walk-in;(not set)
SALE-0192;22.09.2025;CAR-002;CUST-1239;DLR-02;60140;Web-Organic;(not set)
SALE-0193;26.05.2024;CAR-009;CUST-1923;DLR-01;83300;Web-Campaign;CMP-03
SALE-0194;06.04.2024;CAR-015;CUST-2225;DLR-05;72380;Web-Organic;(not set)
SALE-0195;13.06.2025;CAR-014;CUST-1476;DLR-04;147000;Web-Campaign;CMP-09
SALE-0196;14.04.2024;CAR-014;CUST-1429;DLR-05;139500;Web-Campaign;CMP-05
SALE-0197;29.03.2023;CAR-012;CUST-2411;DLR-04;120900;Referral;(not set)
SALE-0198;14.05.2023;CAR-001;CUST-2226;DLR-03;53900;Web-Campaign;CMP-09
SALE-0199;24.06.2023;CAR-013;CUST-1424;DLR-02;76000;Web-Campaign;CMP-11
SALE-0200;23.05.2024;CAR-015;CUST-1900;DLR-04;73920;Walk-in;(not set)
SALE-0201;06.10.2023;CAR-007;CUST-2063;DLR-05;61100;Referral;(not set)
SALE-0202;21.07.2023;CAR-006;CUST-2009;DLR-04;41160;Web-Campaign;CMP-02
SALE-0203;24.11.2024;CAR-009;CUST-1955;DLR-03;81600;Web-Campaign;CMP-04
SALE-0204;20.01.2025;CAR-016;CUST-1542;DLR-05;83600;Referral;(not set)
SALE-0205;31.01.2025;CAR-001;CUST-1134;DLR-05;51150;Web-Campaign;CMP-03
SALE-0206;27.06.2023;CAR-003;CUST-2459;DLR-05;69750;Web-Campaign;CMP-14
SALE-0207;16.11.2024;CAR-001;CUST-2291;DLR-03;51150;Web-Organic;(not set)
SALE-0208;18.07.2023;CAR-013;CUST-1337;DLR-01;74400;Walk-in;(not set)
SALE-0209;21.07.2023;CAR-013;CUST-2102;DLR-01;74400;Web-Campaign;CMP-07
SALE-0210;29.05.2023;CAR-005;CUST-1958;DLR-05;121250;Web-Campaign;CMP-12
SALE-0211;22.07.2024;CAR-006;CUST-1905;DLR-05;38640;Web-Campaign;CMP-10
SALE-0212;20.05.2024;CAR-014;CUST-1888;DLR-01;144000;Web-Organic;(not set)
SALE-0213;20.06.2025;CAR-009;CUST-1082;DLR-01;79900;Referral;(not set)
SALE-0214;26.07.2024;CAR-010;CUST-1019;DLR-03;137200;Web-Campaign;CMP-04
SALE-0215;22.11.2024;CAR-006;CUST-2329;DLR-04;40320;Walk-in;(not set)
SALE-0216;24.07.2024;CAR-004;CUST-2079;DLR-02;110400;Walk-in;(not set)
SALE-0217;06.12.2024;CAR-014;CUST-1266;DLR-01;144000;Walk-in;(not set)
SALE-0218;09.11.2023;CAR-009;CUST-1747;DLR-04;80750;Web-Organic;(not set)
SALE-0219;07.08.2023;CAR-004;CUST-2274;DLR-02;111550;Web-Campaign;CMP-13
SALE-0220;24.06.2025;CAR-011;CUST-1059;DLR-03;81840;Walk-in;(not set)
SALE-0221;28.09.2023;CAR-004;CUST-2433;DLR-03;106950;Web-Organic;(not set)
SALE-0222;10.10.2024;CAR-015;CUST-1935;DLR-04;70840;Web-Campaign;CMP-08
SALE-0223;19.12.2024;CAR-013;CUST-2387;DLR-02;73600;Web-Campaign;CMP-03
SALE-0224;11.05.2023;CAR-010;CUST-1806;DLR-04;128800;Referral;(not set)
SALE-0225;19.03.2024;CAR-013;CUST-1173;DLR-02;74400;Walk-in;(not set)
SALE-0226;12.12.2024;CAR-002;CUST-1657;DLR-02;60760;Web-Campaign;CMP-05
SALE-0227;21.01.2025;CAR-014;CUST-2164;DLR-01;142500;Web-Campaign;CMP-14
SALE-0228;07.09.2025;CAR-006;CUST-1797;DLR-02;41160;Web-Organic;(not set)
SALE-0229;08.12.2024;CAR-004;CUST-1858;DLR-02;111550;Web-Campaign;CMP-10
SALE-0230;20.02.2025;CAR-016;CUST-1268;DLR-01;83600;Web-Campaign;CMP-13
SALE-0231;13.04.2024;CAR-013;CUST-1308;DLR-04;76000;Web-Campaign;CMP-06
SALE-0232;11.09.2024;CAR-007;CUST-1204;DLR-02;61100;Web-Campaign;CMP-12
SALE-0233;20.06.2024;CAR-010;CUST-1996;DLR-05;134400;Web-Campaign;CMP-12
SALE-0234;14.11.2024;CAR-009;CUST-2069;DLR-03;83300;Walk-in;(not set)
SALE-0235;16.04.2024;CAR-015;CUST-2419;DLR-04;75460;Web-Campaign;CMP-12
SALE-0236;01.01.2025;CAR-016;CUST-2076;DLR-02;81840;Web-Campaign;CMP-03
SALE-0237;30.08.2025;CAR-008;CUST-2166;DLR-05;66240;Web-Organic;(not set)
SALE-0238;28.05.2024;CAR-009;CUST-1529;DLR-05;83300;Web-Campaign;CMP-10
SALE-0239;30.11.2024;CAR-005;CUST-1624;DLR-01;115000;Walk-in;(not set)
SALE-0240;04.02.2024;CAR-005;CUST-1633;DLR-03;120000;Walk-in;(not set)
SALE-0241;19.05.2023;CAR-002;CUST-1278;DLR-01;58900;Referral;(not set)
SALE-0242;27.05.2025;CAR-016;CUST-1085;DLR-03;80960;Walk-in;(not set)
SALE-0241;19.05.2023;CAR-002;CUST-1278;DLR-01;58900;Referral;(not set)
SALE-0242;27.05.2025;CAR-016;CUST-1085;DLR-03;80960;Walk-in;(not set)
SALE-0243;02.09.2024;CAR-006;CUST-2346;DLR-05;40320;Web-Campaign;CMP-04
SALE-0244;26.08.2023;CAR-009;CUST-1470;DLR-02;78200;Web-Organic;(not set)
SALE-0245;09.03.2025;CAR-010;CUST-2270;DLR-04;131600;Web-Campaign;CMP-14
SALE-0246;04.01.2024;CAR-010;CUST-1236;DLR-01;134400;Walk-in;(not set)
SALE-0247;10.08.2025;CAR-004;CUST-1212;DLR-01;110400;Web-Campaign;CMP-01
SALE-0248;16.07.2024;CAR-010;CUST-1291;DLR-02;137200;Walk-in;(not set)
SALE-0249;26.07.2024;CAR-009;CUST-1960;DLR-01;81600;Walk-in;(not set)
SALE-0250;01.08.2024;CAR-016;CUST-2268;DLR-04;82720;Web-Campaign;CMP-10
SALE-0251;13.07.2024;CAR-014;CUST-1836;DLR-01;142500;Web-Organic;(not set)
SALE-0252;07.05.2023;CAR-001;CUST-1500;DLR-02;53900;Web-Organic;(not set)
SALE-0253;01.09.2025;CAR-002;CUST-1490;DLR-04;57040;Web-Campaign;CMP-07
SALE-0254;21.02.2024;CAR-015;CUST-2395;DLR-04;74690;Web-Campaign;CMP-03
SALE-0255;09.11.2023;CAR-010;CUST-1619;DLR-01;128800;Web-Campaign;CMP-11
SALE-0256;17.04.2024;CAR-011;CUST-1235;DLR-05;85360;Walk-in;(not set)
SALE-0257;19.01.2024;CAR-011;CUST-1672;DLR-01;83600;Web-Campaign;CMP-03
SALE-0258;29.12.2023;CAR-002;CUST-2113;DLR-05;57040;Walk-in;(not set)
SALE-0259;03.09.2025;CAR-009;CUST-1251;DLR-03;80750;Web-Campaign;CMP-09
SALE-0260;02.03.2024;CAR-013;CUST-1949;DLR-05;76800;Walk-in;(not set)
SALE-0261;11.04.2024;CAR-016;CUST-1910;DLR-01;82720;Web-Campaign;CMP-06
SALE-0262;03.05.2023;CAR-014;CUST-1583;DLR-04;139500;Web-Campaign;CMP-02
SALE-0263;22.08.2024;CAR-004;CUST-1763;DLR-02;105800;Walk-in;(not set)
SALE-0264;02.02.2024;CAR-004;CUST-2453;DLR-03;106950;Web-Organic;(not set)
SALE-0265;29.10.2023;CAR-008;CUST-1808;DLR-04;70560;Web-Organic;(not set)
SALE-0266;19.04.2023;CAR-014;CUST-1902;DLR-02;142500;Web-Campaign;CMP-04
SALE-0267;13.09.2023;CAR-006;CUST-1860;DLR-03;38640;Web-Campaign;CMP-06
SALE-0268;09.11.2024;CAR-014;CUST-1381;DLR-04;147000;Referral;(not set)
SALE-0269;10.07.2023;CAR-014;CUST-1530;DLR-01;145500;Web-Campaign;CMP-10
SALE-0270;27.09.2024;CAR-002;CUST-1826;DLR-05;58900;Referral;(not set)
SALE-0271;26.07.2023;CAR-008;CUST-2107;DLR-01;68400;Web-Campaign;CMP-02
SALE-0272;31.01.2024;CAR-012;CUST-2370;DLR-02;126100;Walk-in;(not set)
SALE-0273;27.08.2023;CAR-014;CUST-1394;DLR-02;139500;Web-Campaign;CMP-13
SALE-0274;13.09.2023;CAR-010;CUST-1118;DLR-05;131600;Web-Campaign;CMP-06
SALE-0275;26.07.2024;CAR-005;CUST-1214;DLR-04;120000;Walk-in;(not set)
SALE-0276;13.01.2024;CAR-016;CUST-1374;DLR-02;80960;Web-Organic;(not set)
SALE-0277;13.04.2025;CAR-003;CUST-1421;DLR-05;73500;Web-Campaign;CMP-03
SALE-0278;05.10.2024;CAR-003;CUST-2315;DLR-02;71250;Referral;(not set)
SALE-0279;20.12.2023;CAR-012;CUST-2498;DLR-05;123500;Web-Organic;(not set)
